Date,Year,Month,Week,Disease,Cases,URL,Country
2017-12-16,2017,,50,Pertussis,168,https://wonder.cdc.gov/nndss/static/2017/50/2017-50-table2K.html,US
2017-12-23,2017,,51,Pertussis,105,https://wonder.cdc.gov/nndss/static/2017/51/2017-51-table2K.html,US
2017-12-30,2017,,52,Pertussis,60,https://wonder.cdc.gov/nndss/static/2017/52/2017-52-table2K.html,US
2018-01-06,2018,,1,Pertussis,40,https://wonder.cdc.gov/nndss/static/2018/01/2018-01-table2M.html,US
2018-01-13,2018,,2,Pertussis,65,https://wonder.cdc.gov/nndss/static/2018/02/2018-02-table2M.html,US
2018-01-20,2018,,3,Pertussis,51,https://wonder.cdc.gov/nndss/static/2018/03/2018-03-table2M.html,US
2018-01-27,2018,,4,Pertussis,52,https://wonder.cdc.gov/nndss/static/2018/04/2018-04-table2M.html,US
2018-02-03,2018,,5,Pertussis,67,https://wonder.cdc.gov/nndss/static/2018/05/2018-05-table2M.html,US
2018-02-10,2018,,6,Pertussis,57,https://wonder.cdc.gov/nndss/static/2018/06/2018-06-table2M.html,US
2018-02-17,2018,,7,Pertussis,72,https://wonder.cdc.gov/nndss/static/2018/07/2018-07-table2M.html,US
2018-02-24,2018,,8,Pertussis,40,https://wonder.cdc.gov/nndss/static/2018/08/2018-08-table2M.html,US
2018-03-03,2018,,9,Pertussis,32,https://wonder.cdc.gov/nndss/static/2018/09/2018-09-table2M.html,US
2018-03-10,2018,,10,Pertussis,70,https://wonder.cdc.gov/nndss/static/2018/10/2018-10-table2M.html,US
2018-03-17,2018,,11,Pertussis,84,https://wonder.cdc.gov/nndss/static/2018/11/2018-11-table2M.html,US
2018-03-24,2018,,12,Pertussis,66,https://wonder.cdc.gov/nndss/static/2018/12/2018-12-table2M.html,US
2018-03-31,2018,,13,Pertussis,90,https://wonder.cdc.gov/nndss/static/2018/13/2018-13-table2M.html,US
2018-04-07,2018,,14,Pertussis,89,https://wonder.cdc.gov/nndss/static/2018/14/2018-14-table2M.html,US
2018-04-14,2018,,15,Pertussis,76,https://wonder.cdc.gov/nndss/static/2018/15/2018-15-table2M.html,US
2018-04-21,2018,,16,Pertussis,87,https://wonder.cdc.gov/nndss/static/2018/16/2018-16-table2M.html,US
2018-04-28,2018,,17,Pertussis,64,https://wonder.cdc.gov/nndss/static/2018/17/2018-17-table2M.html,US
2018-05-05,2018,,18,Pertussis,103,https://wonder.cdc.gov/nndss/static/2018/18/2018-18-table2M.html,US
2018-05-12,2018,,19,Pertussis,92,https://wonder.cdc.gov/nndss/static/2018/19/2018-19-table2M.html,US
2018-05-19,2018,,20,Pertussis,94,https://wonder.cdc.gov/nndss/static/2018/20/2018-20-table2M.html,US
2018-05-26,2018,,21,Pertussis,107,https://wonder.cdc.gov/nndss/static/2018/21/2018-21-table2M.html,US
2018-06-02,2018,,22,Pertussis,91,https://wonder.cdc.gov/nndss/static/2018/22/2018-22-table2M.html,US
2018-06-09,2018,,23,Pertussis,100,https://wonder.cdc.gov/nndss/static/2018/23/2018-23-table2M.html,US
2018-06-16,2018,,24,Pertussis,97,https://wonder.cdc.gov/nndss/static/2018/24/2018-24-table2M.html,US
2018-06-23,2018,,25,Pertussis,78,https://wonder.cdc.gov/nndss/static/2018/25/2018-25-table2M.html,US
2018-06-30,2018,,26,Pertussis,103,https://wonder.cdc.gov/nndss/static/2018/26/2018-26-table2M.html,US
2018-07-07,2018,,27,Pertussis,80,https://wonder.cdc.gov/nndss/static/2018/27/2018-27-table2M.html,US
2018-07-14,2018,,28,Pertussis,51,https://wonder.cdc.gov/nndss/static/2018/28/2018-28-table2M.html,US
2018-07-21,2018,,29,Pertussis,72,https://wonder.cdc.gov/nndss/static/2018/29/2018-29-table2M.html,US
2018-07-28,2018,,30,Pertussis,92,https://wonder.cdc.gov/nndss/static/2018/30/2018-30-table2M.html,US
2018-08-04,2018,,31,Pertussis,78,https://wonder.cdc.gov/nndss/static/2018/31/2018-31-table2M.html,US
2018-08-11,2018,,32,Pertussis,92,https://wonder.cdc.gov/nndss/static/2018/32/2018-32-table2M.html,US
2018-08-18,2018,,33,Pertussis,70,https://wonder.cdc.gov/nndss/static/2018/33/2018-33-table2M.html,US
2018-08-25,2018,,34,Pertussis,138,https://wonder.cdc.gov/nndss/static/2018/34/2018-34-table2M.html,US
2018-09-01,2018,,35,Pertussis,87,https://wonder.cdc.gov/nndss/static/2018/35/2018-35-table2M.html,US
2018-09-08,2018,,36,Pertussis,64,https://wonder.cdc.gov/nndss/static/2018/36/2018-36-table2M.html,US
2018-09-15,2018,,37,Pertussis,107,https://wonder.cdc.gov/nndss/static/2018/37/2018-37-table2M.html,US
2018-09-22,2018,,38,Pertussis,68,https://wonder.cdc.gov/nndss/static/2018/38/2018-38-table2M.html,US
2018-09-29,2018,,39,Pertussis,72,https://wonder.cdc.gov/nndss/static/2018/39/2018-39-table2M.html,US
2018-10-06,2018,,40,Pertussis,68,https://wonder.cdc.gov/nndss/static/2018/40/2018-40-table2M.html,US
2018-10-13,2018,,41,Pertussis,61,https://wonder.cdc.gov/nndss/static/2018/41/2018-41-table2M.html,US
2018-10-20,2018,,42,Pertussis,47,https://wonder.cdc.gov/nndss/static/2018/42/2018-42-table2M.html,US
2018-10-27,2018,,43,Pertussis,62,https://wonder.cdc.gov/nndss/static/2018/43/2018-43-table2M.html,US
2018-11-03,2018,,44,Pertussis,80,https://wonder.cdc.gov/nndss/static/2018/44/2018-44-table2M.html,US
2018-11-10,2018,,45,Pertussis,58,https://wonder.cdc.gov/nndss/static/2018/45/2018-45-table2M.html,US
2018-11-17,2018,,46,Pertussis,77,https://wonder.cdc.gov/nndss/static/2018/46/2018-46-table2M.html,US
2018-11-24,2018,,47,Pertussis,-,https://wonder.cdc.gov/nndss/static/2018/47/2018-47-table2M.html,US
2018-12-01,2018,,48,Pertussis,113,https://wonder.cdc.gov/nndss/static/2018/48/2018-48-table2M.html,US
2018-12-08,2018,,49,Pertussis,146,https://wonder.cdc.gov/nndss/static/2018/49/2018-49-table2M.html,US
2018-12-15,2018,,50,Pertussis,116,https://wonder.cdc.gov/nndss/static/2018/50/2018-50-table2M.html,US
2018-12-22,2018,,51,Pertussis,91,https://wonder.cdc.gov/nndss/static/2018/51/2018-51-table2M.html,US
2018-12-29,2018,,52,Pertussis,37,https://wonder.cdc.gov/nndss/static/2018/52/2018-52-table2M.html,US
2019-01-05,2019,,1,Pertussis,41,https://wonder.cdc.gov/nndss/static/2019/01.old/2019-01-table1z.html,US
2019-01-05,2019,,1,Pertussis,41,https://wonder.cdc.gov/nndss/static/2019/01/2019-01-table1z.html,US
2019-01-12,2019,,2,Pertussis,62,https://wonder.cdc.gov/nndss/static/2019/02/2019-02-table1z.html,US
2019-01-19,2019,,3,Pertussis,89,https://wonder.cdc.gov/nndss/static/2019/03/2019-03-table1z.html,US
2019-01-26,2019,,4,Pertussis,90,https://wonder.cdc.gov/nndss/static/2019/04/2019-04-table1z.html,US
2019-02-02,2019,,5,Pertussis,72,https://wonder.cdc.gov/nndss/static/2019/05/2019-05-table1z.html,US
2019-02-09,2019,,6,Pertussis,83,https://wonder.cdc.gov/nndss/static/2019/06/2019-06-table1z.html,US
2019-02-16,2019,,7,Pertussis,71,https://wonder.cdc.gov/nndss/static/2019/07/2019-07-table1z.html,US
2019-02-23,2019,,8,Pertussis,90,https://wonder.cdc.gov/nndss/static/2019/08/2019-08-table1z.html,US
2019-03-02,2019,,9,Pertussis,59,https://wonder.cdc.gov/nndss/static/2019/09/2019-09-table1z.html,US
2019-03-09,2019,,10,Pertussis,83,https://wonder.cdc.gov/nndss/static/2019/10/2019-10-table1z.html,US
2019-03-16,2019,,11,Pertussis,51,https://wonder.cdc.gov/nndss/static/2019/11/2019-11-table1z.html,US
2019-03-23,2019,,12,Pertussis,88,https://wonder.cdc.gov/nndss/static/2019/12/2019-12-table1z.html,US
2019-03-30,2019,,13,Pertussis,63,https://wonder.cdc.gov/nndss/static/2019/13/2019-13-table1z.html,US
2019-04-06,2019,,14,Pertussis,78,https://wonder.cdc.gov/nndss/static/2019/14/2019-14-table1z.html,US
2019-04-13,2019,,15,Pertussis,70,https://wonder.cdc.gov/nndss/static/2019/15/2019-15-table1z.html,US
2019-04-20,2019,,16,Pertussis,60,https://wonder.cdc.gov/nndss/static/2019/16/2019-16-table1z.html,US
2019-04-27,2019,,17,Pertussis,51,https://wonder.cdc.gov/nndss/static/2019/17/2019-17-table1z.html,US
2019-05-04,2019,,18,Pertussis,62,https://wonder.cdc.gov/nndss/static/2019/18/2019-18-table1z.html,US
2019-05-11,2019,,19,Pertussis,56,https://wonder.cdc.gov/nndss/static/2019/19/2019-19-table1z.html,US
2019-05-18,2019,,20,Pertussis,105,https://wonder.cdc.gov/nndss/static/2019/20/2019-20-table1z.html,US
2019-05-25,2019,,21,Pertussis,97,https://wonder.cdc.gov/nndss/static/2019/21/2019-21-table1z.html,US
2019-06-01,2019,,22,Pertussis,106,https://wonder.cdc.gov/nndss/static/2019/22/2019-22-table1z.html,US
2019-06-08,2019,,23,Pertussis,90,https://wonder.cdc.gov/nndss/static/2019/23/2019-23-table1z.html,US
2019-06-22,2019,,25,Pertussis,109,https://wonder.cdc.gov/nndss/static/2019/25/2019-25-table1z.html,US
2019-06-29,2019,,26,Pertussis,90,https://wonder.cdc.gov/nndss/static/2019/26/2019-26-table1z.html,US
2019-07-06,2019,,27,Pertussis,69,https://wonder.cdc.gov/nndss/static/2019/27/2019-27-table1z.html,US
2019-07-13,2019,,28,Pertussis,145,https://wonder.cdc.gov/nndss/static/2019/28/2019-28-table1z.html,US
2019-07-27,2019,,30,Pertussis,103,https://wonder.cdc.gov/nndss/static/2019/30/2019-30-table1z.html,US
2019-08-03,2019,,31,Pertussis,108,https://wonder.cdc.gov/nndss/static/2019/31/2019-31-table1z.html,US
2019-08-10,2019,,32,Pertussis,101,https://wonder.cdc.gov/nndss/static/2019/32/2019-32-table1z.html,US
2019-08-17,2019,,33,Pertussis,110,https://wonder.cdc.gov/nndss/static/2019/33/2019-33-table1z.html,US
2019-08-24,2019,,34,Pertussis,142,https://wonder.cdc.gov/nndss/static/2019/34/2019-34-table1z.html,US
2019-08-31,2019,,35,Pertussis,79,https://wonder.cdc.gov/nndss/static/2019/35/2019-35-table1z.html,US
2019-09-07,2019,,36,Pertussis,107,https://wonder.cdc.gov/nndss/static/2019/36/2019-36-table1z.html,US
2019-09-14,2019,,37,Pertussis,98,https://wonder.cdc.gov/nndss/static/2019/37/2019-37-table1z.html,US
2019-09-21,2019,,38,Pertussis,92,https://wonder.cdc.gov/nndss/static/2019/38/2019-38-table1z.html,US
2019-09-28,2019,,39,Pertussis,114,https://wonder.cdc.gov/nndss/static/2019/39/2019-39-table1z.html,US
2019-10-05,2019,,40,Pertussis,83,https://wonder.cdc.gov/nndss/static/2019/40/2019-40-table1z.html,US
2019-10-12,2019,,41,Pertussis,72,https://wonder.cdc.gov/nndss/static/2019/41/2019-41-table1z.html,US
2019-11-23,2019,,47,Pertussis,146,https://wonder.cdc.gov/nndss/static/2019/47/2019-47-table1z.html,US
2019-11-30,2019,,48,Pertussis,106,https://wonder.cdc.gov/nndss/static/2019/48/2019-48-table1z.html,US
2019-12-07,2019,,49,Pertussis,161,https://wonder.cdc.gov/nndss/static/2019/49/2019-49-table1z.html,US
2019-12-14,2019,,50,Pertussis,166,https://wonder.cdc.gov/nndss/static/2019/50/2019-50-table1z.html,US
2019-12-21,2019,,51,Pertussis,99,https://wonder.cdc.gov/nndss/static/2019/51/2019-51-table1z.html,US
2019-12-28,2019,,52,Pertussis,161,https://wonder.cdc.gov/nndss/static/2019/52/2019-52-table1z.html,US
2020-01-04,2020,,1,Pertussis §,74,https://wonder.cdc.gov/nndss/static/2020/01/2020-01-table1z.html,US
2020-01-11,2020,,2,Pertussis §,112,https://wonder.cdc.gov/nndss/static/2020/02/2020-02-table1z.html,US
2020-01-18,2020,,3,Pertussis §,108,https://wonder.cdc.gov/nndss/static/2020/03/2020-03-table1z.html,US
2020-01-25,2020,,4,Pertussis §,109,https://wonder.cdc.gov/nndss/static/2020/04/2020-04-table1z.html,US
2020-02-01,2020,,5,Pertussis §,122,https://wonder.cdc.gov/nndss/static/2020/05/2020-05-table1z.html,US
2020-02-08,2020,,6,Pertussis §,120,https://wonder.cdc.gov/nndss/static/2020/06/2020-06-table1z.html,US
2020-02-15,2020,,7,Pertussis §,93,https://wonder.cdc.gov/nndss/static/2020/07/2020-07-table1z.html,US
2020-02-22,2020,,8,Pertussis §,107,https://wonder.cdc.gov/nndss/static/2020/08/2020-08-table1z.html,US
2020-02-29,2020,,9,Pertussis §,122,https://wonder.cdc.gov/nndss/static/2020/09/2020-09-table1z.html,US
2020-03-07,2020,,10,Pertussis §,98,https://wonder.cdc.gov/nndss/static/2020/10/2020-10-table1z.html,US
2020-03-14,2020,,11,Pertussis §,97,https://wonder.cdc.gov/nndss/static/2020/11/2020-11-table1z.html,US
2020-03-21,2020,,12,Pertussis §,89,https://wonder.cdc.gov/nndss/static/2020/12/2020-12-table1z.html,US
2020-03-28,2020,,13,Pertussis §,70,https://wonder.cdc.gov/nndss/static/2020/13/2020-13-table1z.html,US
2020-04-04,2020,,14,Pertussis §,48,https://wonder.cdc.gov/nndss/static/2020/14/2020-14-table1z.html,US
2020-04-11,2020,,15,Pertussis §,47,https://wonder.cdc.gov/nndss/static/2020/15/2020-15-table1z.html,US
2020-04-18,2020,,16,Pertussis §,52,https://wonder.cdc.gov/nndss/static/2020/16/2020-16-table1z.html,US
2020-04-25,2020,,17,Pertussis §,24,https://wonder.cdc.gov/nndss/static/2020/17/2020-17-table1z.html,US
2020-05-02,2020,,18,Pertussis §,42,https://wonder.cdc.gov/nndss/static/2020/18/2020-18-table1z.html,US
2020-05-09,2020,,19,Pertussis §,21,https://wonder.cdc.gov/nndss/static/2020/19/2020-19-table1z.html,US
2020-05-16,2020,,20,Pertussis §,22,https://wonder.cdc.gov/nndss/static/2020/20/2020-20-table1z.html,US
2020-05-23,2020,,21,Pertussis §,39,https://wonder.cdc.gov/nndss/static/2020/21/2020-21-table1z.html,US
2020-05-30,2020,,22,Pertussis §,22,https://wonder.cdc.gov/nndss/static/2020/22/2020-22-table1z.html,US
2020-06-06,2020,,23,Pertussis §,13,https://wonder.cdc.gov/nndss/static/2020/23/2020-23-table1z.html,US
2020-06-13,2020,,24,Pertussis §,10,https://wonder.cdc.gov/nndss/static/2020/24/2020-24-table1z.html,US
2020-06-20,2020,,25,Pertussis §,22,https://wonder.cdc.gov/nndss/static/2020/25/2020-25-table1z.html,US
2020-06-27,2020,,26,Pertussis §,5,https://wonder.cdc.gov/nndss/static/2020/26/2020-26-table1z.html,US
2020-07-04,2020,,27,Pertussis §,9,https://wonder.cdc.gov/nndss/static/2020/27/2020-27-table1z.html,US
2020-07-11,2020,,28,Pertussis §,12,https://wonder.cdc.gov/nndss/static/2020/28/2020-28-table1z.html,US
2020-07-25,2020,,30,Pertussis §,12,https://wonder.cdc.gov/nndss/static/2020/30/2020-30-table1z.html,US
2020-08-01,2020,,31,Pertussis §,9,https://wonder.cdc.gov/nndss/static/2020/31/2020-31-table1z.html,US
2020-09-12,2020,,37,Pertussis §,1,https://wonder.cdc.gov/nndss/static/2020/37/2020-37-table1z.html,US
2020-09-19,2020,,38,Pertussis §,11,https://wonder.cdc.gov/nndss/static/2020/38/2020-38-table1z.html,US
2020-09-26,2020,,39,Pertussis §,8,https://wonder.cdc.gov/nndss/static/2020/39/2020-39-table1z.html,US
2020-10-03,2020,,40,Pertussis §,12,https://wonder.cdc.gov/nndss/static/2020/40/2020-40-table1z.html,US
2020-10-10,2020,,41,Pertussis §,8,https://wonder.cdc.gov/nndss/static/2020/41/2020-41-table1z.html,US
2020-10-17,2020,,42,Pertussis §,5,https://wonder.cdc.gov/nndss/static/2020/42/2020-42-table1z.html,US
2020-10-24,2020,,43,Pertussis §,7,https://wonder.cdc.gov/nndss/static/2020/43/2020-43-table1z.html,US
2020-10-31,2020,,44,Pertussis §,5,https://wonder.cdc.gov/nndss/static/2020/44/2020-44-table1z.html,US
2020-11-07,2020,,45,Pertussis §,3,https://wonder.cdc.gov/nndss/static/2020/45/2020-45-table1z.html,US
2020-11-14,2020,,46,Pertussis §,6,https://wonder.cdc.gov/nndss/static/2020/46/2020-46-table1z.html,US
2020-11-21,2020,,47,Pertussis §,12,https://wonder.cdc.gov/nndss/static/2020/47/2020-47-table1z.html,US
2020-11-28,2020,,48,Pertussis §,6,https://wonder.cdc.gov/nndss/static/2020/48/2020-48-table1z.html,US
2020-12-05,2020,,49,Pertussis §,3,https://wonder.cdc.gov/nndss/static/2020/49/2020-49-table1z.html,US
2020-12-12,2020,,50,Pertussis §,8,https://wonder.cdc.gov/nndss/static/2020/50/2020-50-table1z.html,US
2020-12-19,2020,,51,Pertussis §,8,https://wonder.cdc.gov/nndss/static/2020/51/2020-51-table1z.html,US
2020-12-26,2020,,52,Pertussis §,7,https://wonder.cdc.gov/nndss/static/2020/52/2020-52-table1z.html,US
2021-01-02,2020,,53,Pertussis §,1,https://wonder.cdc.gov/nndss/static/2020/53/2020-53-table1z.html,US
2021-01-09,2021,,1,Pertussis,1,https://wonder.cdc.gov/nndss/static/2021/01/2021-01-table1z.html,US
2021-01-16,2021,,2,Pertussis,2,https://wonder.cdc.gov/nndss/static/2021/02/2021-02-table1z.html,US
2021-01-23,2021,,3,Pertussis,4,https://wonder.cdc.gov/nndss/static/2021/03/2021-03-table1z.html,US
2021-01-30,2021,,4,Pertussis,4,https://wonder.cdc.gov/nndss/static/2021/04/2021-04-table1z.html,US
2021-02-06,2021,,5,Pertussis,3,https://wonder.cdc.gov/nndss/static/2021/05/2021-05-table1z.html,US
2021-02-13,2021,,6,Pertussis,-,https://wonder.cdc.gov/nndss/static/2021/06/2021-06-table1z.html,US
2021-02-27,2021,,8,Pertussis,9,https://wonder.cdc.gov/nndss/static/2021/08/2021-08-table1z.html,US
2021-03-06,2021,,9,Pertussis,4,https://wonder.cdc.gov/nndss/static/2021/09/2021-09-table1z.html,US
2021-03-13,2021,,10,Pertussis,6,https://wonder.cdc.gov/nndss/static/2021/10/2021-10-table1z.html,US
2021-03-20,2021,,11,Pertussis,2,https://wonder.cdc.gov/nndss/static/2021/11/2021-11-table1z.html,US
2021-03-27,2021,,12,Pertussis,7,https://wonder.cdc.gov/nndss/static/2021/12/2021-12-table1z.html,US
2021-04-03,2021,,13,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/13/2021-13-table1z.html,US
2021-04-10,2021,,14,Pertussis,3,https://wonder.cdc.gov/nndss/static/2021/14/2021-14-table1z.html,US
2021-04-17,2021,,15,Pertussis,5,https://wonder.cdc.gov/nndss/static/2021/15/2021-15-table1z.html,US
2021-04-24,2021,,16,Pertussis,3,https://wonder.cdc.gov/nndss/static/2021/16/2021-16-table1z.html,US
2021-05-01,2021,,17,Pertussis,10,https://wonder.cdc.gov/nndss/static/2021/17/2021-17-table1z.html,US
2021-05-08,2021,,18,Pertussis,8,https://wonder.cdc.gov/nndss/static/2021/18/2021-18-table1z.html,US
2021-05-15,2021,,19,Pertussis,14,https://wonder.cdc.gov/nndss/static/2021/19/2021-19-table1z.html,US
2021-05-22,2021,,20,Pertussis,9,https://wonder.cdc.gov/nndss/static/2021/20/2021-20-table1z.html,US
2021-05-29,2021,,21,Pertussis,10,https://wonder.cdc.gov/nndss/static/2021/21/2021-21-table1z.html,US
2021-06-05,2021,,22,Pertussis,16,https://wonder.cdc.gov/nndss/static/2021/22/2021-22-table1z.html,US
2021-06-12,2021,,23,Pertussis,16,https://wonder.cdc.gov/nndss/static/2021/23/2021-23-table1z.html,US
2021-06-19,2021,,24,Pertussis,11,https://wonder.cdc.gov/nndss/static/2021/24/2021-24-table1z.html,US
2021-06-26,2021,,25,Pertussis,17,https://wonder.cdc.gov/nndss/static/2021/25/2021-25-table1z.html,US
2021-07-03,2021,,26,Pertussis,9,https://wonder.cdc.gov/nndss/static/2021/26/2021-26-table1z.html,US
2021-07-10,2021,,27,Pertussis,8,https://wonder.cdc.gov/nndss/static/2021/27/2021-27-table1z.html,US
2021-07-17,2021,,28,Pertussis,11,https://wonder.cdc.gov/nndss/static/2021/28/2021-28-table1z.html,US
2021-07-24,2021,,29,Pertussis,13,https://wonder.cdc.gov/nndss/static/2021/29/2021-29-table1z.html,US
2021-07-31,2021,,30,Pertussis,4,https://wonder.cdc.gov/nndss/static/2021/30/2021-30-table1z.html,US
2021-08-07,2021,,31,Pertussis,19,https://wonder.cdc.gov/nndss/static/2021/31/2021-31-table1z.html,US
2021-08-14,2021,,32,Pertussis,6,https://wonder.cdc.gov/nndss/static/2021/32/2021-32-table1z.html,US
2021-08-21,2021,,33,Pertussis,18,https://wonder.cdc.gov/nndss/static/2021/33/2021-33-table1z.html,US
2021-08-28,2021,,34,Pertussis,15,https://wonder.cdc.gov/nndss/static/2021/34/2021-34-table1z.html,US
2021-09-04,2021,,35,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/35/2021-35-table1z.html,US
2021-09-11,2021,,36,Pertussis,10,https://wonder.cdc.gov/nndss/static/2021/36/2021-36-table1z.html,US
2021-09-18,2021,,37,Pertussis,20,https://wonder.cdc.gov/nndss/static/2021/37/2021-37-table1z.html,US
2021-09-25,2021,,38,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/38/2021-38-table1z.html,US
2021-10-02,2021,,39,Pertussis,16,https://wonder.cdc.gov/nndss/static/2021/39/2021-39-table1z.html,US
2021-10-09,2021,,40,Pertussis,13,https://wonder.cdc.gov/nndss/static/2021/40/2021-40-table1z.html,US
2021-10-16,2021,,41,Pertussis,17,https://wonder.cdc.gov/nndss/static/2021/41/2021-41-table1z.html,US
2021-10-23,2021,,42,Pertussis,13,https://wonder.cdc.gov/nndss/static/2021/42/2021-42-table1z.html,US
2021-10-30,2021,,43,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/43/2021-43-table1z.html,US
2021-11-06,2021,,44,Pertussis,15,https://wonder.cdc.gov/nndss/static/2021/44/2021-44-table1z.html,US
2021-11-13,2021,,45,Pertussis,11,https://wonder.cdc.gov/nndss/static/2021/45/2021-45-table1z.html,US
2021-11-20,2021,,46,Pertussis,10,https://wonder.cdc.gov/nndss/static/2021/46/2021-46-table1z.html,US
2022-01-08,2022,,1,Pertussis,5,https://wonder.cdc.gov/nndss/static/2022/01/2022-01-table1z.html,US
2022-01-15,2022,,2,Pertussis,2,https://wonder.cdc.gov/nndss/static/2022/02/2022-02-table1z.html,US
2022-01-22,2022,,3,Pertussis,7,https://wonder.cdc.gov/nndss/static/2022/03/2022-03-table1z.html,US
2022-01-29,2022,,4,Pertussis,4,https://wonder.cdc.gov/nndss/static/2022/04/2022-04-table1z.html,US
2022-02-05,2022,,5,Pertussis,8,https://wonder.cdc.gov/nndss/static/2022/05/2022-05-table1z.html,US
2022-02-12,2022,,6,Pertussis,14,https://wonder.cdc.gov/nndss/static/2022/06/2022-06-table1z.html,US
2022-02-19,2022,,7,Pertussis,4,https://wonder.cdc.gov/nndss/static/2022/07/2022-07-table1z.html,US
2022-02-26,2022,,8,Pertussis,4,https://wonder.cdc.gov/nndss/static/2022/08/2022-08-table1z.html,US
2022-03-05,2022,,9,Pertussis,3,https://wonder.cdc.gov/nndss/static/2022/09/2022-09-table1z.html,US
2022-03-12,2022,,10,Pertussis,1,https://wonder.cdc.gov/nndss/static/2022/10/2022-10-table1z.html,US
2022-03-19,2022,,11,Pertussis,3,https://wonder.cdc.gov/nndss/static/2022/11/2022-11-table1z.html,US
2022-03-26,2022,,12,Pertussis,16,https://wonder.cdc.gov/nndss/static/2022/12/2022-12-table1z.html,US
2022-04-02,2022,,13,Pertussis,9,https://wonder.cdc.gov/nndss/static/2022/13/2022-13-table1z.html,US
2022-04-09,2022,,14,Pertussis,12,https://wonder.cdc.gov/nndss/static/2022/14/2022-14-table1z.html,US
2022-04-16,2022,,15,Pertussis,6,https://wonder.cdc.gov/nndss/static/2022/15/2022-15-table1z.html,US
2022-04-23,2022,,16,Pertussis,6,https://wonder.cdc.gov/nndss/static/2022/16/2022-16-table1z.html,US
2022-04-30,2022,,17,Pertussis,10,https://wonder.cdc.gov/nndss/static/2022/17/2022-17-table1z.html,US
2022-05-07,2022,,18,Pertussis,13,https://wonder.cdc.gov/nndss/static/2022/18/2022-18-table1z.html,US
2022-05-14,2022,,19,Pertussis,11,https://wonder.cdc.gov/nndss/static/2022/19/2022-19-table1z.html,US
2022-05-21,2022,,20,Pertussis,20,https://wonder.cdc.gov/nndss/static/2022/20/2022-20-table1z.html,US
2022-05-28,2022,,21,Pertussis,12,https://wonder.cdc.gov/nndss/static/2022/21/2022-21-table1z.html,US
2022-06-04,2022,,22,Pertussis,13,https://wonder.cdc.gov/nndss/static/2022/22/2022-22-table1z.html,US
2022-06-11,2022,,23,Pertussis,17,https://wonder.cdc.gov/nndss/static/2022/23/2022-23-table1z.html,US
2022-06-18,2022,,24,Pertussis,14,https://wonder.cdc.gov/nndss/static/2022/24/2022-24-table1z.html,US
2022-06-25,2022,,25,Pertussis,24,https://wonder.cdc.gov/nndss/static/2022/25/2022-25-table1z.html,US
2022-07-02,2022,,26,Pertussis,15,https://wonder.cdc.gov/nndss/static/2022/26/2022-26-table1z.html,US
2022-07-09,2022,,27,Pertussis,6,https://wonder.cdc.gov/nndss/static/2022/27/2022-27-table1z.html,US
2022-07-16,2022,,28,Pertussis,12,https://wonder.cdc.gov/nndss/static/2022/28/2022-28-table1z.html,US
2022-07-23,2022,,29,Pertussis,7,https://wonder.cdc.gov/nndss/static/2022/29/2022-29-table1z.html,US
2022-07-30,2022,,30,Pertussis,17,https://wonder.cdc.gov/nndss/static/2022/30/2022-30-table1z.html,US
2022-08-06,2022,,31,Pertussis,29,https://wonder.cdc.gov/nndss/static/2022/31/2022-31-table1z.html,US
2022-08-13,2022,,32,Pertussis,24,https://wonder.cdc.gov/nndss/static/2022/32/2022-32-table1z.html,US
2022-08-20,2022,,33,Pertussis,25,https://wonder.cdc.gov/nndss/static/2022/33/2022-33-table1z.html,US
2022-08-27,2022,,34,Pertussis,20,https://wonder.cdc.gov/nndss/static/2022/34/2022-34-table1z.html,US
2022-09-03,2022,,35,Pertussis,29,https://wonder.cdc.gov/nndss/static/2022/35/2022-35-table1z.html,US
2022-09-10,2022,,36,Pertussis,18,https://wonder.cdc.gov/nndss/static/2022/36/2022-36-table1z.html,US
2022-09-17,2022,,37,Pertussis,11,https://wonder.cdc.gov/nndss/static/2022/37/2022-37-table1z.html,US
2022-09-24,2022,,38,Pertussis,17,https://wonder.cdc.gov/nndss/static/2022/38/2022-38-table1z.html,US
2022-10-01,2022,,39,Pertussis,13,https://wonder.cdc.gov/nndss/static/2022/39/2022-39-table1z.html,US
2022-10-08,2022,,40,Pertussis,19,https://wonder.cdc.gov/nndss/static/2022/40/2022-40-table1z.html,US
2022-10-15,2022,,41,Pertussis,28,https://wonder.cdc.gov/nndss/static/2022/41/2022-41-table1z.html,US
2022-10-22,2022,,42,Pertussis,23,https://wonder.cdc.gov/nndss/static/2022/42/2022-42-table1z.html,US
2022-10-29,2022,,43,Pertussis,28,https://wonder.cdc.gov/nndss/static/2022/43/2022-43-table1z.html,US
2022-11-05,2022,,44,Pertussis,36,https://wonder.cdc.gov/nndss/static/2022/44/2022-44-table1z.html,US
2022-11-12,2022,,45,Pertussis,40,https://wonder.cdc.gov/nndss/static/2022/45/2022-45-table1z.html,US
2022-11-19,2022,,46,Pertussis,46,https://wonder.cdc.gov/nndss/static/2022/46/2022-46-table1z.html,US
2022-11-26,2022,,47,Pertussis,28,https://wonder.cdc.gov/nndss/static/2022/47/2022-47-table1z.html,US
