Year,Month,Week,Disease,Cases,URL,Country
2016,,45,Pertussis,101,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=45&mmwr_table=2I&request=Submit,US
2016,,46,Pertussis,167,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=46&mmwr_table=2I&request=Submit,US
2016,,47,Pertussis,148,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=47&mmwr_table=2I&request=Submit,US
2016,,48,Pertussis,154,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=48&mmwr_table=2I&request=Submit,US
2016,,49,Pertussis,157,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=49&mmwr_table=2I&request=Submit,US
2016,,50,Pertussis,150,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=50&mmwr_table=2I&request=Submit,US
2016,,51,Pertussis,108,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=51&mmwr_table=2I&request=Submit,US
2016,,52,Pertussis,87,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=52&mmwr_table=2I&request=Submit,US
2017,,1,Pertussis,62,https://wonder.cdc.gov/nndss/static/2017/01/2017-01-table2K.html,US
2017,,2,Pertussis,67,https://wonder.cdc.gov/nndss/static/2017/02/2017-02-table2K.html,US
2017,,3,Pertussis,107,https://wonder.cdc.gov/nndss/static/2017/03/2017-03-table2K.html,US
2017,,4,Pertussis,98,https://wonder.cdc.gov/nndss/static/2017/04/2017-04-table2K.html,US
2017,,5,Pertussis,84,https://wonder.cdc.gov/nndss/static/2017/05/2017-05-table2K.html,US
2017,,6,Pertussis,65,https://wonder.cdc.gov/nndss/static/2017/06/2017-06-table2K.html,US
2017,,7,Pertussis,92,https://wonder.cdc.gov/nndss/static/2017/07/2017-07-table2K.html,US
2017,,8,Pertussis,102,https://wonder.cdc.gov/nndss/static/2017/08/2017-08-table2K.html,US
2017,,9,Pertussis,88,https://wonder.cdc.gov/nndss/static/2017/09/2017-09-table2K.html,US
2017,,10,Pertussis,81,https://wonder.cdc.gov/nndss/static/2017/10/2017-10-table2K.html,US
2017,,11,Pertussis,43,https://wonder.cdc.gov/nndss/static/2017/11/2017-11-table2K.html,US
2017,,12,Pertussis,110,https://wonder.cdc.gov/nndss/static/2017/12/2017-12-table2K.html,US
2017,,13,Pertussis,110,https://wonder.cdc.gov/nndss/static/2017/13/2017-13-table2K.html,US
2017,,14,Pertussis,109,https://wonder.cdc.gov/nndss/static/2017/14/2017-14-table2K.html,US
2017,,15,Pertussis,102,https://wonder.cdc.gov/nndss/static/2017/15/2017-15-table2K.html,US
2017,,16,Pertussis,124,https://wonder.cdc.gov/nndss/static/2017/16/2017-16-table2K.html,US
2017,,17,Pertussis,141,https://wonder.cdc.gov/nndss/static/2017/17/2017-17-table2K.html,US
2017,,18,Pertussis,133,https://wonder.cdc.gov/nndss/static/2017/18/2017-18-table2K.html,US
2017,,19,Pertussis,122,https://wonder.cdc.gov/nndss/static/2017/19/2017-19-table2K.html,US
2017,,20,Pertussis,124,https://wonder.cdc.gov/nndss/static/2017/20/2017-20-table2K.html,US
2017,,21,Pertussis,153,https://wonder.cdc.gov/nndss/static/2017/21/2017-21-table2K.html,US
2017,,22,Pertussis,138,https://wonder.cdc.gov/nndss/static/2017/22/2017-22-table2K.html,US
2017,,23,Pertussis,140,https://wonder.cdc.gov/nndss/static/2017/23/2017-23-table2K.html,US
2017,,24,Pertussis,136,https://wonder.cdc.gov/nndss/static/2017/24/2017-24-table2K.html,US
2017,,25,Pertussis,105,https://wonder.cdc.gov/nndss/static/2017/25/2017-25-table2K.html,US
2017,,26,Pertussis,143,https://wonder.cdc.gov/nndss/static/2017/26/2017-26-table2K.html,US
2017,,27,Pertussis,140,https://wonder.cdc.gov/nndss/static/2017/27/2017-27-table2K.html,US
2017,,28,Pertussis,194,https://wonder.cdc.gov/nndss/static/2017/28/2017-28-table2K.html,US
2017,,29,Pertussis,143,https://wonder.cdc.gov/nndss/static/2017/29/2017-29-table2K.html,US
2017,,30,Pertussis,143,https://wonder.cdc.gov/nndss/static/2017/30/2017-30-table2K.html,US
2017,,31,Pertussis,138,https://wonder.cdc.gov/nndss/static/2017/31/2017-31-table2K.html,US
2017,,32,Pertussis,122,https://wonder.cdc.gov/nndss/static/2017/32/2017-32-table2K.html,US
2017,,33,Pertussis,135,https://wonder.cdc.gov/nndss/static/2017/33/2017-33-table2K.html,US
2017,,34,Pertussis,107,https://wonder.cdc.gov/nndss/static/2017/34/2017-34-table2K.html,US
2017,,35,Pertussis,104,https://wonder.cdc.gov/nndss/static/2017/35/2017-35-table2K.html,US
2017,,36,Pertussis,104,https://wonder.cdc.gov/nndss/static/2017/36/2017-36-table2K.html,US
2017,,37,Pertussis,107,https://wonder.cdc.gov/nndss/static/2017/37/2017-37-table2K.html,US
2017,,38,Pertussis,154,https://wonder.cdc.gov/nndss/static/2017/38/2017-38-table2K.html,US
2017,,39,Pertussis,75,https://wonder.cdc.gov/nndss/static/2017/39/2017-39-table2K.html,US
2017,,40,Pertussis,88,https://wonder.cdc.gov/nndss/static/2017/40/2017-40-table2K.html,US
2017,,41,Pertussis,88,https://wonder.cdc.gov/nndss/static/2017/41/2017-41-table2K.html,US
2017,,42,Pertussis,90,https://wonder.cdc.gov/nndss/static/2017/42/2017-42-table2K.html,US
2017,,43,Pertussis,95,https://wonder.cdc.gov/nndss/static/2017/43/2017-43-table2K.html,US
2017,,44,Pertussis,120,https://wonder.cdc.gov/nndss/static/2017/44/2017-44-table2K.html,US
2017,,45,Pertussis,117,https://wonder.cdc.gov/nndss/static/2017/45/2017-45-table2K.html,US
2017,,46,Pertussis,101,https://wonder.cdc.gov/nndss/static/2017/46/2017-46-table2K.html,US
2017,,47,Pertussis,96,https://wonder.cdc.gov/nndss/static/2017/47/2017-47-table2K.html,US
2017,,48,Pertussis,127,https://wonder.cdc.gov/nndss/static/2017/48/2017-48-table2K.html,US
2017,,49,Pertussis,130,https://wonder.cdc.gov/nndss/static/2017/49/2017-49-table2K.html,US
2017,,50,Pertussis,168,https://wonder.cdc.gov/nndss/static/2017/50/2017-50-table2K.html,US
2017,,51,Pertussis,105,https://wonder.cdc.gov/nndss/static/2017/51/2017-51-table2K.html,US
2017,,52,Pertussis,60,https://wonder.cdc.gov/nndss/static/2017/52/2017-52-table2K.html,US
2018,,1,Pertussis,40,https://wonder.cdc.gov/nndss/static/2018/01/2018-01-table2M.html,US
2018,,2,Pertussis,65,https://wonder.cdc.gov/nndss/static/2018/02/2018-02-table2M.html,US
2018,,3,Pertussis,51,https://wonder.cdc.gov/nndss/static/2018/03/2018-03-table2M.html,US
2018,,4,Pertussis,52,https://wonder.cdc.gov/nndss/static/2018/04/2018-04-table2M.html,US
2018,,5,Pertussis,67,https://wonder.cdc.gov/nndss/static/2018/05/2018-05-table2M.html,US
2018,,6,Pertussis,57,https://wonder.cdc.gov/nndss/static/2018/06/2018-06-table2M.html,US
2018,,7,Pertussis,72,https://wonder.cdc.gov/nndss/static/2018/07/2018-07-table2M.html,US
2018,,8,Pertussis,40,https://wonder.cdc.gov/nndss/static/2018/08/2018-08-table2M.html,US
2018,,9,Pertussis,32,https://wonder.cdc.gov/nndss/static/2018/09/2018-09-table2M.html,US
2018,,10,Pertussis,70,https://wonder.cdc.gov/nndss/static/2018/10/2018-10-table2M.html,US
2018,,11,Pertussis,84,https://wonder.cdc.gov/nndss/static/2018/11/2018-11-table2M.html,US
2018,,12,Pertussis,66,https://wonder.cdc.gov/nndss/static/2018/12/2018-12-table2M.html,US
2018,,13,Pertussis,90,https://wonder.cdc.gov/nndss/static/2018/13/2018-13-table2M.html,US
2018,,14,Pertussis,89,https://wonder.cdc.gov/nndss/static/2018/14/2018-14-table2M.html,US
2018,,15,Pertussis,76,https://wonder.cdc.gov/nndss/static/2018/15/2018-15-table2M.html,US
2018,,16,Pertussis,87,https://wonder.cdc.gov/nndss/static/2018/16/2018-16-table2M.html,US
2018,,17,Pertussis,64,https://wonder.cdc.gov/nndss/static/2018/17/2018-17-table2M.html,US
2018,,18,Pertussis,103,https://wonder.cdc.gov/nndss/static/2018/18/2018-18-table2M.html,US
2018,,19,Pertussis,92,https://wonder.cdc.gov/nndss/static/2018/19/2018-19-table2M.html,US
2018,,20,Pertussis,94,https://wonder.cdc.gov/nndss/static/2018/20/2018-20-table2M.html,US
2018,,21,Pertussis,107,https://wonder.cdc.gov/nndss/static/2018/21/2018-21-table2M.html,US
2018,,22,Pertussis,91,https://wonder.cdc.gov/nndss/static/2018/22/2018-22-table2M.html,US
2018,,23,Pertussis,100,https://wonder.cdc.gov/nndss/static/2018/23/2018-23-table2M.html,US
2018,,24,Pertussis,97,https://wonder.cdc.gov/nndss/static/2018/24/2018-24-table2M.html,US
2018,,25,Pertussis,78,https://wonder.cdc.gov/nndss/static/2018/25/2018-25-table2M.html,US
2018,,26,Pertussis,103,https://wonder.cdc.gov/nndss/static/2018/26/2018-26-table2M.html,US
2018,,27,Pertussis,80,https://wonder.cdc.gov/nndss/static/2018/27/2018-27-table2M.html,US
2018,,28,Pertussis,51,https://wonder.cdc.gov/nndss/static/2018/28/2018-28-table2M.html,US
2018,,29,Pertussis,72,https://wonder.cdc.gov/nndss/static/2018/29/2018-29-table2M.html,US
2018,,30,Pertussis,92,https://wonder.cdc.gov/nndss/static/2018/30/2018-30-table2M.html,US
2018,,31,Pertussis,78,https://wonder.cdc.gov/nndss/static/2018/31/2018-31-table2M.html,US
2018,,32,Pertussis,92,https://wonder.cdc.gov/nndss/static/2018/32/2018-32-table2M.html,US
2018,,33,Pertussis,70,https://wonder.cdc.gov/nndss/static/2018/33/2018-33-table2M.html,US
2018,,34,Pertussis,138,https://wonder.cdc.gov/nndss/static/2018/34/2018-34-table2M.html,US
2018,,35,Pertussis,87,https://wonder.cdc.gov/nndss/static/2018/35/2018-35-table2M.html,US
2018,,36,Pertussis,64,https://wonder.cdc.gov/nndss/static/2018/36/2018-36-table2M.html,US
2018,,37,Pertussis,107,https://wonder.cdc.gov/nndss/static/2018/37/2018-37-table2M.html,US
2018,,38,Pertussis,68,https://wonder.cdc.gov/nndss/static/2018/38/2018-38-table2M.html,US
2018,,39,Pertussis,72,https://wonder.cdc.gov/nndss/static/2018/39/2018-39-table2M.html,US
2018,,40,Pertussis,68,https://wonder.cdc.gov/nndss/static/2018/40/2018-40-table2M.html,US
2018,,41,Pertussis,61,https://wonder.cdc.gov/nndss/static/2018/41/2018-41-table2M.html,US
2018,,42,Pertussis,47,https://wonder.cdc.gov/nndss/static/2018/42/2018-42-table2M.html,US
2018,,43,Pertussis,62,https://wonder.cdc.gov/nndss/static/2018/43/2018-43-table2M.html,US
2018,,44,Pertussis,80,https://wonder.cdc.gov/nndss/static/2018/44/2018-44-table2M.html,US
2018,,45,Pertussis,58,https://wonder.cdc.gov/nndss/static/2018/45/2018-45-table2M.html,US
2018,,46,Pertussis,77,https://wonder.cdc.gov/nndss/static/2018/46/2018-46-table2M.html,US
2018,,47,Pertussis,0,https://wonder.cdc.gov/nndss/static/2018/47/2018-47-table2M.html,US
2018,,48,Pertussis,113,https://wonder.cdc.gov/nndss/static/2018/48/2018-48-table2M.html,US
2018,,49,Pertussis,146,https://wonder.cdc.gov/nndss/static/2018/49/2018-49-table2M.html,US
2018,,50,Pertussis,116,https://wonder.cdc.gov/nndss/static/2018/50/2018-50-table2M.html,US
2018,,51,Pertussis,91,https://wonder.cdc.gov/nndss/static/2018/51/2018-51-table2M.html,US
2018,,52,Pertussis,37,https://wonder.cdc.gov/nndss/static/2018/52/2018-52-table2M.html,US
2019,,1,Pertussis,41,https://wonder.cdc.gov/nndss/static/2019/01.old/2019-01-table1z.html,US
2019,,2,Pertussis,62,https://wonder.cdc.gov/nndss/static/2019/02/2019-02-table1z.html,US
2019,,3,Pertussis,89,https://wonder.cdc.gov/nndss/static/2019/03/2019-03-table1z.html,US
2019,,4,Pertussis,90,https://wonder.cdc.gov/nndss/static/2019/04/2019-04-table1z.html,US
2019,,5,Pertussis,72,https://wonder.cdc.gov/nndss/static/2019/05/2019-05-table1z.html,US
2019,,6,Pertussis,83,https://wonder.cdc.gov/nndss/static/2019/06/2019-06-table1z.html,US
2019,,7,Pertussis,71,https://wonder.cdc.gov/nndss/static/2019/07/2019-07-table1z.html,US
2019,,8,Pertussis,90,https://wonder.cdc.gov/nndss/static/2019/08/2019-08-table1z.html,US
2019,,9,Pertussis,59,https://wonder.cdc.gov/nndss/static/2019/09/2019-09-table1z.html,US
2019,,10,Pertussis,83,https://wonder.cdc.gov/nndss/static/2019/10/2019-10-table1z.html,US
2019,,11,Pertussis,51,https://wonder.cdc.gov/nndss/static/2019/11/2019-11-table1z.html,US
2019,,12,Pertussis,88,https://wonder.cdc.gov/nndss/static/2019/12/2019-12-table1z.html,US
2019,,13,Pertussis,63,https://wonder.cdc.gov/nndss/static/2019/13/2019-13-table1z.html,US
2019,,14,Pertussis,78,https://wonder.cdc.gov/nndss/static/2019/14/2019-14-table1z.html,US
2019,,15,Pertussis,70,https://wonder.cdc.gov/nndss/static/2019/15/2019-15-table1z.html,US
2019,,16,Pertussis,60,https://wonder.cdc.gov/nndss/static/2019/16/2019-16-table1z.html,US
2019,,17,Pertussis,51,https://wonder.cdc.gov/nndss/static/2019/17/2019-17-table1z.html,US
2019,,18,Pertussis,62,https://wonder.cdc.gov/nndss/static/2019/18/2019-18-table1z.html,US
2019,,19,Pertussis,56,https://wonder.cdc.gov/nndss/static/2019/19/2019-19-table1z.html,US
2019,,20,Pertussis,105,https://wonder.cdc.gov/nndss/static/2019/20/2019-20-table1z.html,US
2019,,21,Pertussis,97,https://wonder.cdc.gov/nndss/static/2019/21/2019-21-table1z.html,US
2019,,22,Pertussis,106,https://wonder.cdc.gov/nndss/static/2019/22/2019-22-table1z.html,US
2019,,23,Pertussis,90,https://wonder.cdc.gov/nndss/static/2019/23/2019-23-table1z.html,US
2019,,24,Pertussis,113,https://wonder.cdc.gov/nndss/static/2019/24/2019-24-table1z.html,US
2019,,25,Pertussis,109,https://wonder.cdc.gov/nndss/static/2019/25/2019-25-table1z.html,US
2019,,26,Pertussis,90,https://wonder.cdc.gov/nndss/static/2019/26/2019-26-table1z.html,US
2019,,27,Pertussis,69,https://wonder.cdc.gov/nndss/static/2019/27/2019-27-table1z.html,US
2019,,28,Pertussis,145,https://wonder.cdc.gov/nndss/static/2019/28/2019-28-table1z.html,US
2019,,29,Pertussis,104,https://wonder.cdc.gov/nndss/static/2019/29/2019-29-table1z.html,US
2019,,30,Pertussis,103,https://wonder.cdc.gov/nndss/static/2019/30/2019-30-table1z.html,US
2019,,31,Pertussis,108,https://wonder.cdc.gov/nndss/static/2019/31/2019-31-table1z.html,US
2019,,32,Pertussis,101,https://wonder.cdc.gov/nndss/static/2019/32/2019-32-table1z.html,US
2019,,33,Pertussis,110,https://wonder.cdc.gov/nndss/static/2019/33/2019-33-table1z.html,US
2019,,34,Pertussis,142,https://wonder.cdc.gov/nndss/static/2019/34/2019-34-table1z.html,US
2019,,35,Pertussis,79,https://wonder.cdc.gov/nndss/static/2019/35/2019-35-table1z.html,US
2019,,36,Pertussis,107,https://wonder.cdc.gov/nndss/static/2019/36/2019-36-table1z.html,US
2019,,37,Pertussis,98,https://wonder.cdc.gov/nndss/static/2019/37/2019-37-table1z.html,US
2019,,38,Pertussis,92,https://wonder.cdc.gov/nndss/static/2019/38/2019-38-table1z.html,US
2019,,39,Pertussis,114,https://wonder.cdc.gov/nndss/static/2019/39/2019-39-table1z.html,US
2019,,40,Pertussis,83,https://wonder.cdc.gov/nndss/static/2019/40/2019-40-table1z.html,US
2019,,41,Pertussis,72,https://wonder.cdc.gov/nndss/static/2019/41/2019-41-table1z.html,US
2019,,42,Pertussis,62,https://wonder.cdc.gov/nndss/static/2019/42/2019-42-table1z.html,US
2019,,43,Pertussis,61,https://wonder.cdc.gov/nndss/static/2019/43/2019-43-table1z.html,US
2019,,44,Pertussis,106,https://wonder.cdc.gov/nndss/static/2019/44/2019-44-table1z.html,US
2019,,45,Pertussis,100,https://wonder.cdc.gov/nndss/static/2019/45/2019-45-table1z.html,US
2019,,46,Pertussis,122,https://wonder.cdc.gov/nndss/static/2019/46/2019-46-table1z.html,US
2019,,47,Pertussis,146,https://wonder.cdc.gov/nndss/static/2019/47/2019-47-table1z.html,US
2019,,48,Pertussis,106,https://wonder.cdc.gov/nndss/static/2019/48/2019-48-table1z.html,US
2019,,49,Pertussis,161,https://wonder.cdc.gov/nndss/static/2019/49/2019-49-table1z.html,US
2019,,50,Pertussis,166,https://wonder.cdc.gov/nndss/static/2019/50/2019-50-table1z.html,US
2019,,51,Pertussis,99,https://wonder.cdc.gov/nndss/static/2019/51/2019-51-table1z.html,US
2019,,52,Pertussis,161,https://wonder.cdc.gov/nndss/static/2019/52/2019-52-table1z.html,US
2020,,1,Pertussis,74,https://wonder.cdc.gov/nndss/static/2020/01/2020-01-table1z.html,US
2020,,2,Pertussis,112,https://wonder.cdc.gov/nndss/static/2020/02/2020-02-table1z.html,US
2020,,3,Pertussis,108,https://wonder.cdc.gov/nndss/static/2020/03/2020-03-table1z.html,US
2020,,4,Pertussis,109,https://wonder.cdc.gov/nndss/static/2020/04/2020-04-table1z.html,US
2020,,5,Pertussis,122,https://wonder.cdc.gov/nndss/static/2020/05/2020-05-table1z.html,US
2020,,6,Pertussis,120,https://wonder.cdc.gov/nndss/static/2020/06/2020-06-table1z.html,US
2020,,7,Pertussis,93,https://wonder.cdc.gov/nndss/static/2020/07/2020-07-table1z.html,US
2020,,8,Pertussis,107,https://wonder.cdc.gov/nndss/static/2020/08/2020-08-table1z.html,US
2020,,9,Pertussis,122,https://wonder.cdc.gov/nndss/static/2020/09/2020-09-table1z.html,US
2020,,10,Pertussis,98,https://wonder.cdc.gov/nndss/static/2020/10/2020-10-table1z.html,US
2020,,11,Pertussis,97,https://wonder.cdc.gov/nndss/static/2020/11/2020-11-table1z.html,US
2020,,12,Pertussis,89,https://wonder.cdc.gov/nndss/static/2020/12/2020-12-table1z.html,US
2020,,13,Pertussis,70,https://wonder.cdc.gov/nndss/static/2020/13/2020-13-table1z.html,US
2020,,14,Pertussis,48,https://wonder.cdc.gov/nndss/static/2020/14/2020-14-table1z.html,US
2020,,15,Pertussis,47,https://wonder.cdc.gov/nndss/static/2020/15/2020-15-table1z.html,US
2020,,16,Pertussis,52,https://wonder.cdc.gov/nndss/static/2020/16/2020-16-table1z.html,US
2020,,17,Pertussis,24,https://wonder.cdc.gov/nndss/static/2020/17/2020-17-table1z.html,US
2020,,18,Pertussis,42,https://wonder.cdc.gov/nndss/static/2020/18/2020-18-table1z.html,US
2020,,19,Pertussis,21,https://wonder.cdc.gov/nndss/static/2020/19/2020-19-table1z.html,US
2020,,20,Pertussis,22,https://wonder.cdc.gov/nndss/static/2020/20/2020-20-table1z.html,US
2020,,21,Pertussis,39,https://wonder.cdc.gov/nndss/static/2020/21/2020-21-table1z.html,US
2020,,22,Pertussis,22,https://wonder.cdc.gov/nndss/static/2020/22/2020-22-table1z.html,US
2020,,23,Pertussis,13,https://wonder.cdc.gov/nndss/static/2020/23/2020-23-table1z.html,US
2020,,24,Pertussis,10,https://wonder.cdc.gov/nndss/static/2020/24/2020-24-table1z.html,US
2020,,25,Pertussis,22,https://wonder.cdc.gov/nndss/static/2020/25/2020-25-table1z.html,US
2020,,26,Pertussis,5,https://wonder.cdc.gov/nndss/static/2020/26/2020-26-table1z.html,US
2020,,27,Pertussis,9,https://wonder.cdc.gov/nndss/static/2020/27/2020-27-table1z.html,US
2020,,28,Pertussis,12,https://wonder.cdc.gov/nndss/static/2020/28/2020-28-table1z.html,US
2020,,29,Pertussis,8,https://wonder.cdc.gov/nndss/static/2020/29/2020-29-table1z.html,US
2020,,30,Pertussis,12,https://wonder.cdc.gov/nndss/static/2020/30/2020-30-table1z.html,US
2020,,31,Pertussis,9,https://wonder.cdc.gov/nndss/static/2020/31/2020-31-table1z.html,US
2020,,32,Pertussis,12,https://wonder.cdc.gov/nndss/static/2020/32/2020-32-table1z.html,US
2020,,33,Pertussis,4,https://wonder.cdc.gov/nndss/static/2020/33/2020-33-table1z.html,US
2020,,34,Pertussis,11,https://wonder.cdc.gov/nndss/static/2020/34/2020-34-table1z.html,US
2020,,35,Pertussis,3,https://wonder.cdc.gov/nndss/static/2020/35/2020-35-table1z.html,US
2020,,36,Pertussis,5,https://wonder.cdc.gov/nndss/static/2020/36/2020-36-table1z.html,US
2020,,37,Pertussis,1,https://wonder.cdc.gov/nndss/static/2020/37/2020-37-table1z.html,US
2020,,38,Pertussis,11,https://wonder.cdc.gov/nndss/static/2020/38/2020-38-table1z.html,US
2020,,39,Pertussis,8,https://wonder.cdc.gov/nndss/static/2020/39/2020-39-table1z.html,US
2020,,40,Pertussis,12,https://wonder.cdc.gov/nndss/static/2020/40/2020-40-table1z.html,US
2020,,41,Pertussis,8,https://wonder.cdc.gov/nndss/static/2020/41/2020-41-table1z.html,US
2020,,42,Pertussis,5,https://wonder.cdc.gov/nndss/static/2020/42/2020-42-table1z.html,US
2020,,43,Pertussis,7,https://wonder.cdc.gov/nndss/static/2020/43/2020-43-table1z.html,US
2020,,44,Pertussis,5,https://wonder.cdc.gov/nndss/static/2020/44/2020-44-table1z.html,US
2020,,45,Pertussis,3,https://wonder.cdc.gov/nndss/static/2020/45/2020-45-table1z.html,US
2020,,46,Pertussis,6,https://wonder.cdc.gov/nndss/static/2020/46/2020-46-table1z.html,US
2020,,47,Pertussis,12,https://wonder.cdc.gov/nndss/static/2020/47/2020-47-table1z.html,US
2020,,48,Pertussis,6,https://wonder.cdc.gov/nndss/static/2020/48/2020-48-table1z.html,US
2020,,49,Pertussis,3,https://wonder.cdc.gov/nndss/static/2020/49/2020-49-table1z.html,US
2020,,50,Pertussis,8,https://wonder.cdc.gov/nndss/static/2020/50/2020-50-table1z.html,US
2020,,51,Pertussis,8,https://wonder.cdc.gov/nndss/static/2020/51/2020-51-table1z.html,US
2020,,52,Pertussis,7,https://wonder.cdc.gov/nndss/static/2020/52/2020-52-table1z.html,US
2020,,53,Pertussis,1,https://wonder.cdc.gov/nndss/static/2020/53/2020-53-table1z.html,US
2021,,1,Pertussis,1,https://wonder.cdc.gov/nndss/static/2021/01/2021-01-table1z.html,US
2021,,2,Pertussis,2,https://wonder.cdc.gov/nndss/static/2021/02/2021-02-table1z.html,US
2021,,3,Pertussis,4,https://wonder.cdc.gov/nndss/static/2021/03/2021-03-table1z.html,US
2021,,4,Pertussis,4,https://wonder.cdc.gov/nndss/static/2021/04/2021-04-table1z.html,US
2021,,5,Pertussis,3,https://wonder.cdc.gov/nndss/static/2021/05/2021-05-table1z.html,US
2021,,6,Pertussis,0,https://wonder.cdc.gov/nndss/static/2021/06/2021-06-table1z.html,US
2021,,7,Pertussis,2,https://wonder.cdc.gov/nndss/static/2021/07/2021-07-table1z.html,US
2021,,8,Pertussis,9,https://wonder.cdc.gov/nndss/static/2021/08/2021-08-table1z.html,US
2021,,9,Pertussis,4,https://wonder.cdc.gov/nndss/static/2021/09/2021-09-table1z.html,US
2021,,10,Pertussis,6,https://wonder.cdc.gov/nndss/static/2021/10/2021-10-table1z.html,US
2021,,11,Pertussis,2,https://wonder.cdc.gov/nndss/static/2021/11/2021-11-table1z.html,US
2021,,12,Pertussis,7,https://wonder.cdc.gov/nndss/static/2021/12/2021-12-table1z.html,US
2021,,13,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/13/2021-13-table1z.html,US
2021,,14,Pertussis,3,https://wonder.cdc.gov/nndss/static/2021/14/2021-14-table1z.html,US
2021,,15,Pertussis,5,https://wonder.cdc.gov/nndss/static/2021/15/2021-15-table1z.html,US
2021,,16,Pertussis,3,https://wonder.cdc.gov/nndss/static/2021/16/2021-16-table1z.html,US
2021,,17,Pertussis,10,https://wonder.cdc.gov/nndss/static/2021/17/2021-17-table1z.html,US
2021,,18,Pertussis,8,https://wonder.cdc.gov/nndss/static/2021/18/2021-18-table1z.html,US
2021,,19,Pertussis,14,https://wonder.cdc.gov/nndss/static/2021/19/2021-19-table1z.html,US
2021,,20,Pertussis,9,https://wonder.cdc.gov/nndss/static/2021/20/2021-20-table1z.html,US
2021,,21,Pertussis,10,https://wonder.cdc.gov/nndss/static/2021/21/2021-21-table1z.html,US
2021,,22,Pertussis,16,https://wonder.cdc.gov/nndss/static/2021/22/2021-22-table1z.html,US
2021,,23,Pertussis,16,https://wonder.cdc.gov/nndss/static/2021/23/2021-23-table1z.html,US
2021,,24,Pertussis,11,https://wonder.cdc.gov/nndss/static/2021/24/2021-24-table1z.html,US
2021,,25,Pertussis,17,https://wonder.cdc.gov/nndss/static/2021/25/2021-25-table1z.html,US
2021,,26,Pertussis,9,https://wonder.cdc.gov/nndss/static/2021/26/2021-26-table1z.html,US
2021,,27,Pertussis,8,https://wonder.cdc.gov/nndss/static/2021/27/2021-27-table1z.html,US
2021,,28,Pertussis,11,https://wonder.cdc.gov/nndss/static/2021/28/2021-28-table1z.html,US
2021,,29,Pertussis,13,https://wonder.cdc.gov/nndss/static/2021/29/2021-29-table1z.html,US
2021,,30,Pertussis,4,https://wonder.cdc.gov/nndss/static/2021/30/2021-30-table1z.html,US
2021,,31,Pertussis,19,https://wonder.cdc.gov/nndss/static/2021/31/2021-31-table1z.html,US
2021,,32,Pertussis,6,https://wonder.cdc.gov/nndss/static/2021/32/2021-32-table1z.html,US
2021,,33,Pertussis,18,https://wonder.cdc.gov/nndss/static/2021/33/2021-33-table1z.html,US
2021,,34,Pertussis,15,https://wonder.cdc.gov/nndss/static/2021/34/2021-34-table1z.html,US
2021,,35,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/35/2021-35-table1z.html,US
2021,,36,Pertussis,10,https://wonder.cdc.gov/nndss/static/2021/36/2021-36-table1z.html,US
2021,,37,Pertussis,20,https://wonder.cdc.gov/nndss/static/2021/37/2021-37-table1z.html,US
2021,,38,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/38/2021-38-table1z.html,US
2021,,39,Pertussis,16,https://wonder.cdc.gov/nndss/static/2021/39/2021-39-table1z.html,US
2021,,40,Pertussis,13,https://wonder.cdc.gov/nndss/static/2021/40/2021-40-table1z.html,US
2021,,41,Pertussis,17,https://wonder.cdc.gov/nndss/static/2021/41/2021-41-table1z.html,US
2021,,42,Pertussis,13,https://wonder.cdc.gov/nndss/static/2021/42/2021-42-table1z.html,US
2021,,43,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/43/2021-43-table1z.html,US
2021,,44,Pertussis,15,https://wonder.cdc.gov/nndss/static/2021/44/2021-44-table1z.html,US
2021,,45,Pertussis,11,https://wonder.cdc.gov/nndss/static/2021/45/2021-45-table1z.html,US
2021,,46,Pertussis,10,https://wonder.cdc.gov/nndss/static/2021/46/2021-46-table1z.html,US
2021,,47,Pertussis,12,https://wonder.cdc.gov/nndss/static/2021/47/2021-47-table1z.html,US
2021,,48,Pertussis,14,https://wonder.cdc.gov/nndss/static/2021/48/2021-48-table1z.html,US
2021,,49,Pertussis,14,https://wonder.cdc.gov/nndss/static/2021/49/2021-49-table1z.html,US
2021,,50,Pertussis,18,https://wonder.cdc.gov/nndss/static/2021/50/2021-50-table1z.html,US
2021,,51,Pertussis,9,https://wonder.cdc.gov/nndss/static/2021/51/2021-51-table1z.html,US
